"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
FALSE,1193,"This Garden not included in Settlement","First Street Garden","48 East 1st Street","48 East 1st Street","Manhattan",40.724012,-73.989596,10003,"ROOFTOP",1,3,2,"Lower East Side","1st and 2nd Ave",1983,,,"http://firststreetgarden.org",,,0,,,"No description available","GrowNYC Community Garden Survey 2009/2010",,"NYC Dept. of Parks & Recreation","No","0-25%",,,,,"we do not grow food due to rats! (Subway across the street). We do grow herbs that we share to those who want them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Basil",,,,"Cilantro",,"Echinacea",,,,"Lavender",,,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers",,,,,,"Yes","Yes","Yes","Though a small -ish bin we have had great success with our composting.",,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,"Raised Beds",,"Pathways",,,"Mural","Table(s)",,,,,"Chain Link",,,,,,,"Our fence is old and in bad shape. We are trying to get it fixed. When that is done we would like to make a greenhouse so we can grow so food.","Workshops","Arts & Crafts","Movies",,"Performance",,,"Concerts",,,,,,"We have partnered with the Lower Eastside Girls Club who teach their girls gardening. They also painting the present murals.","Yes",,"Members and non-members",,"Reservation & rental fee","Informal","we have never done so, it would depend on event and the money used for the garden up keep.","No","AS mentioned, it is partnered with the Girls Club, but no school.",,,,,,,"Yes","Garden workshops",,,,"I would love to partner with a senior citizens group!","Lower East Side Girl's Club","No","Mostly we need a new front fence. And soil. But we are better & bigger than ever and look forward to next season!"
FALSE,988,"NYC Dept. of Parks & Recreation Open Space","First Temple of David","494 Bradford Street","494 Bradford Street","Brooklyn",40.666740,-73.890685,11207,"RANGE_INTERPOLATED",3,5,42,"East NY","Dumont Ave.",1995,"Garden: weekends, dawn to dust; dog run: daily, 6:00 AM to 11:00 PM","Approx. 40ft W by 250ft L",,"Chinese, English, Spanish","Contact GreenThumb for garden contact info: (212) 788-8079",100,"No","No","Started by church members, and appreciated by the community. The garden is long shaped and the entrance is on Dumont Ave.  Bt. Bradford St. and Wyona St.","GrowNYC Community Garden Survey 2009/2010","Vacant Lot","NYC Dept. of Parks & Recreation","Yes","51-75%","Used by growers",,"Sold","Sold at a Market","at times just given to the community","Tomato","Onion",,,,,,,,,,"Sweet Peppers",,,,,"Pumpkin","Carrot","Garlic",,,,,,,,,"Beans",,,,,,,,,,,,,,,"Corn",,,,,,,,,,,,"Spinach",,,,,,,,,,,,,,"Basil","Chamomile","Chive","Comfrey","Cilantro","Dill",,,,,,,,"Marjoram","Mint","Oregano","Parsley","Sage","Thyme",,,"Ornamental Plantings and Flowers",,,,,"Many kinds of flowers, whatever we can get our hands on for any upcoming season.","Maybe/Uncertain","Yes","Maybe/Uncertain",,"Garden members only",,,"when it should become stable again I imagine it will be primarily gardeners compost","Toolshed",,,"Seating Area",,,"Raised Beds",,"Pathways","Grill","Playground",,"Table(s)",,1,,"Make shift stage","Chain Link",,,,,,"N/A  Just ability to use hydrant for watering garden","At this time working on educating new contacts/coordinators of garden, and keeping garden clean and free of unwanted objects","Workshops","Arts & Crafts",,,"Performance",,,,,"Religious Activities",,,,,"Yes",,"Members and non-members","Reservation only",,,"Not necessarily a rental fee but we ask for a donation","No","N/A",,,,,,"N/A","No",,,,,"N/A","N/A","Yes","Hoping and working toward a better garden for community"
FALSE,197,"NYC Dept. of Parks & Recreation Open Space","FishBridge Park (South-Water-Front Neigh. Association)","338-340 Pearl Street","338-340 Pearl Street","Manhattan",40.709372,-74.001786,10038,"RANGE_INTERPOLATED",1,1,1,"Financial District","On Dover Street between Pearl Street and Water Street",1991,"Private property, no open hours","25 ft. x 225 ft.",,"English, Spanish","Call the phone number on our sign ",60,"No","No","Located next to the Brooklyn Bridge, this garden has a children's play area, picnic area, and dog run.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes",,,,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,"Raised Beds",,,,"Playground",,,,,,"dog run","Iron",,,,,,,,,,"Movies","Picnics",,,,,,,,,,"neighborhood parties and gatherings","Yes",,,,"Reservation & rental fee","Informal",,"No",,,,,,,,"No",,,,,,,"Yes",
TRUE,517,"This Garden not included in Settlement","Five Star Block Association","250-252 West 121st Street","250-252 West 121st Street","Manhattan",40.807168,-73.952024,10027,"RANGE_INTERPOLATED",1,10,9,"Harlem",,,"W 2:00-4:00pm, Sat 3:00-6:00pm",,,,"get on waiting list and speak to contact person",15,"Yes","no","The garden is a quiet flower and vegetable garden, where the gardeners hold home canning workshops and an occasional summer garden party.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,5098,,"Flatbush CommUNITY Garden",,,"Brooklyn",40.646786,-73.964455,,"Fixed by Eric (9/8)",1,14,40,,"Buckingham Road",2008,"MTWRFSSu 10am-","100 ft x 150 ft","http://sustainableflatbush.org/category/urban-gardening-and-farming/","English, Spanish","Sign up on website",10,"Yes","Yes","Trees on the property were downed by the Brooklyn tornado of 2007, opening it up to create a garden.","GrowNYC Community Garden Survey 2009/2010","Abandoned Building , Yard","Private","Yes","26-50%","Used by growers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes","Yes",,"Garden members only",,,,,,,"Seating Area",,,"Raised Beds",,"Pathways",,,,,,,,,"Chain Link",,,,,,,,"Workshops",,,,,,,,,,"Private Events",,,,"No",,,,,,,,,,,,,,,,,,,,,,,
TRUE,583,"Offer for Preservation","Floral Vineyard","2377-2379 Pitkin Ave.","2377-2379 Pitkin Ave.","Brooklyn",40.673759,-73.884574,11208,"ROOFTOP",3,5,37,"East New York",,,"T 10:00am-2:00pm, Th 10:00am-3:00pm",,,"English","Call Contact, Meet Contact at Garden,",6,"No","sometimes","The garden keeps the neighborhood looking presentable with their trees, rose bushes, vegetables, and the sweet smell of herbs and mint. They keep themselves happy with events like barbecues, birthday parties, and art programs with children.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1362,"This Garden not included in Settlement","Floyd Bennet Field, Ryan Visitors","Floyd Bennet Field, 1 Ryan Visitors Center","Floyd Bennet Field","Brooklyn",40.650002,-73.949997,,"Fixed by Eric (9/8)",3,0,46,"Gateway National Recreation Area",,,"M-SUN: 6AM-sundown",,,,"abide by rules & regulations",400,"yes","yes","Established in 1970, members cultivate the largest community garden in the U.S. The five acre site holds six hundred garden plots, a composting area, picnic and barbeque area, and a children's demonstration garden. The diverse group is reflects the heritage of the city. ","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"FED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,480,"Offer for Preservation","Fordham Bedford Lot-Busters","2592-2597 BainBridge Avenue","2592-2597 BainBridge Avenue","Bronx",40.864164,-73.892672,10458,"ROOFTOP",2,7,15,"Fordham Bedford","193rd St",1990,"MTWRFSSu 8am-5pm",,,"English, Spanish","Call the phone number on our sign ",8,"Yes","Yes",,"GrowNYC Community Garden Survey 2009/2010","Abandoned Building - Four row houses, then a dump","NYC Dept. of Parks & Recreation/TPL","Yes","26-50%","Used by growers",,,"Sold at a Market",,"Tomato","Onion",,,,"Cucumber",,"Bitter Melon",,,,"Sweet Peppers",,,,,,"Carrot",,,,,,"Cabbage",,"Cauliflower",,"Beans","Eggplant","Peas","Scallion",,"Grape",,,,,"Strawberry",,,,"Raspberry",,,"Amaranth","Arugula","Bok Choy","Chard","Collard",,"Kale",,"Lettuce",,"Spinach","Mesclun","Callaloo",1,,1,,,,,,,,,"Basil",,"Chive",,"Cilantro","Dill","Echinacea",,,,,"Lemongrass",,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees",,,,,,,"Yes",,,,"Garden members only",,,,"Toolshed",,,"Seating Area","Gazebo/Casita","Educational Signs","Raised Beds",,"Pathways","Grill",,,"Table(s)",,,,,"Iron",,,"Water Pump",,,,,,"Arts & Crafts",,"Picnics",,,"Barbecues",,,,,,,,"Yes",,,,,"Informal",,"No",,,,,,"Nothing yet, but we would like to","""I would love to""","No",,,,,,,"Yes",
TRUE,885,"NYC Dept. of Parks & Recreation Open Space","Forsyth Garden Conservancy","S/S Delancey at Forsyth Sara D. Roosevelt Park","Delancey St & Forsyth St","Manhattan",40.794550,-73.943186,10002,"Fixed by Eric",1,3,1,"Lower East Side",,,,,,"Chinese,Spanish,","Ask at Garden,",10,"no","no","This community garden is located in Sara D Roosevelt Park on the south side of Delancy Street.  The Forsyth Garden Conservancy augmented perimeter plantings and protected them with fencing.  They also created the Hua Mei Bird Garden, where local residents bring their song birds and congregate.","CENYC Jan 2006",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,215,"NYC Dept. of Parks & Recreation Open Space","Frank White Memorial Garden","506-508 W. 143rd Street","506-508 W. 143rd Street","Manhattan",40.824246,-73.949885,10031,"ROOFTOP",1,9,7,"Hamilton Heights",,,"M-Sun 9:00am-7:00pm in summer",,,"Spanish","speak to contact person",18,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,48,"Offer for Preservation","Franklin Memorial Garden","1060 Cauldwell","1060 Cauldwell","Bronx",40.826337,-73.905562,10456,"RANGE_INTERPOLATED",2,3,16,"Morrisenia","Cauldwell Ave","Before 1970","MTWRF 8am-3pm. Open while school is in session and special events on some Saturdays.",,,"English, Spanish","Call the phone number on our sign, attend garden meetings, talk to someone at the garden","Over 100","Yes","Yes","Beautiful trees, shrubs, storage house, bench with hanging grapes, cherry tree, mulberry tree, peach tree, and abundance of vegetables and fruits - collards, corn, peppers, thyme, herbs, etc. Our garden was honored by NYC Botanical Gardens in 2007.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers","Donated",,,,"Tomato","Onion",,"Summer Squash",,"Cucumber",,,,,"Cantaloupe","Sweet Peppers",,,,"Turnip","Pumpkin","Carrot",,"Parsnip",,,,"Cabbage",,,"Celery","Beans","Eggplant","Peas","Scallion",,"Grape",,,,,,,,,,"Corn",,,,,,"Collard",,,,"Lettuce",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,"Mint",,"Parsley","Sage","Thyme",,"Shade Trees",,"Botanical Garden","Shrubs",,,,"Yes",,,,,,"Public",,"Toolshed",,,"Seating Area","Gazebo/Casita",,,,"Pathways","Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,"Workshops","Arts & Crafts",,"Picnics","Performance","Educational Events","Barbecues",,,,,,,,"No",,,,,,,"Yes","Morris High School",,"Educational events",,,,,"No",,,,"Nothing yet, but we would like to",,,"Yes",
TRUE,886,"Subject to Development","Friendly Garden","95 East 111th Street","95 East 111th Street","Manhattan",40.796227,-73.945792,10029,"RANGE_INTERPOLATED",1,11,8,"East Harlem",,,"M,W 9:00am-4:00pm",,,"Spanish","Speak to contact person",5,"no","no","No description available",,,"HPD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,167,"This Garden not included in Settlement","Friendship Garden","499 W. 150th Street","499 W. 150th Street","Manhattan",40.828799,-73.945644,10031,"ROOFTOP",1,9,7,"Harlem","Btw Broadway and Amsterdam Avenues",1982,,"1,646 square feet","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","English","Call the phone number on our sign, attend garden meetings, sign up on website","unknown","No","No","For detailed information on this NYRP community garden, please visit www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","GrowNYC Community Garden Survey 2009/2010","  ","NYRP","Yes","0-25%","Used by growers",,,,,"Tomato",,,"Summer Squash",,,,,,,,"Sweet Peppers",,"Habañero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes","Yes","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,,,,"Grill",,,"Table(s)",,,,,"Iron",,,,,,,,"Workshops","Arts & Crafts","Movies","Picnics",,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,,,,,,,,,,"No",
TRUE,375,"Expedited Review","Garden Beautiful/West 153rd Street Harlemites","263-265 West 153rd Street","263-265 West 153rd Street","Manhattan",40.827739,-73.937335,10039,"ROOFTOP",1,10,9,"Washington Heights",,,"M-SAT: 12-7PM",,,,"Call Contact,",24,"yes","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,5099,,"Garden of Angels","978 Greene Ave","978 Greene Ave","Brooklyn",40.690748,-73.928608,11221,"ROOFTOP",3,3,41,,"Malcolm X Blvd and Patchen Ave",1996,"MTWRFSSu 11am-5pm",,,"English, Spanish","Contact GreenThumb for garden contact info: (212) 788-8075",36,"No","No","garden, play area, and sitting area","GrowNYC Community Garden Survey 2009/2010","Abandoned Building  ","TPL","Yes",,"Used by growers",,,,,"Tomato",,,"Summer Squash",,,"Broccoli",,,,,"Sweet Peppers",,,,,,"Carrot","Garlic",,"Potato",,,"Cabbage",,,,"Beans","Eggplant","Peas",,,,,,,,"Strawberry",,,,,"Corn",,,,,,"Collard",,,,"Lettuce",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees",,,,,,,"No","No","Yes",,,,,,"Toolshed",,"Chicken Coop","Seating Area",,,,,,"Grill","Playground",,"Table(s)",,,,,"Wood & Wire",,,,,,,,,,,,,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,,,"No",,,,"Nothing yet, but we would like to",,,"No",
TRUE,334,"Subject to Development","Garden of Eden (Alvarez Community Garden)","N/S E. 162nd Street","N/S E. 162nd Street","Bronx",40.824951,-73.911629,,"Fixed by Eric (9/8)",2,3,16,"Melrose",,,"SAT-SUN: 8-5PM",,,"Spanish","Call Contact,",,"no","no","No description available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,957,"NYC Dept. of Parks & Recreation Open Space","Garden of Eden (X)","1686 Weeks Avenue","1686 Weeks Avenue","Bronx",40.844061,-73.907361,10457,"ROOFTOP",2,4,14,,,,"T-SAT: 10-2PM",,,,"Ask at Garden,",,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,404,"NYC Dept. of Parks & Recreation Open Space","Garden of Happiness","2156-2160 Prospect Avenue","2156-2160 Prospect Avenue","Bronx",40.848567,-73.884925,10460,"ROOFTOP",2,6,15,"Crotona",,1988,"MTWRFSSu 9am-8pm","2,000 sq ft",,"English","Attend garden meetings, ",25,"Yes","Yes","Our garden is the anchoring force in our community, bringing residents together to celebrate our pride. We have a individual plots (raised beds), communal plots grown for farmers' market, casita with rain water harvesting system, greenhouse, chicken coop for 11 chickens, compost bin, communal space for kids to play, picnic area, and BBQ pit.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","76-100%","Used by growers","Donated",,"Sold at a Market",,"Tomato",,"Radish","Summer Squash",,"Cucumber","Broccoli",,,,,,"Jalapeño","Habañero",,"Turnip",,,,,,,,"Cabbage","Brussell Sprouts",,,"Beans","Eggplant","Peas",,,"Grape",,,,,"Strawberry",,,,,"Corn",,,,"Bok Choy","Chard","Collard",,"Kale",,"Lettuce",,,,,2,,2,,,,,,,,,"Basil",,,,"Cilantro",,"Echinacea",,,,"Lavender",,,,"Mint","Oregano",,"Sage","Thyme",,"Shade Trees",,,"Shrubs",,,,"Yes",,,,"Garden members only",,,,"Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,"Workshops",,,"Picnics",,"Educational Events","Barbecues","Concerts","Sports",,"Private Events",,,,"Yes",,,,,"Informal",,"Yes","PS 211","School garden/plot","Educational events","Regular visits by classes",,,,"Yes","Garden workshops","Off-site workshops","Educational events",,"Mary Mitchell Family and Youth Center",,"Yes",
FALSE,102,"This Garden not included in Settlement","Garden of Hope","392 Hancock Street","392 Hancock Street","Brooklyn",40.683413,-73.940131,11216,"ROOFTOP",3,3,36,"Bed-Stuy","Throop",1999,"MTWRF 5pm-7pm, S 11am-4pm, Su 12pm-2pm, and whenever gate is open.",2000,"http://www.nyrp.org/communitygarden","Chinese, English, French, Japanese, Korean, Spanish","Call the phone number on our sign, attend garden meetings, sign up on website",,"No","No","Beautiful gazebo/picnic area - open space, no gardening plots.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ornamental Plantings and Flowers",,,,,,"No","No","No",,,,,,,,,,"Gazebo/Casita",,,,"Pathways",,,,"Table(s)","Sculpture(s)",,,,"Iron",,,,,,,,"Workshops","Arts & Crafts","Movies","Picnics",,"Educational Events",,,,"Religious Activities","Private Events",,,,"Yes",,"Members and non-members",,,,,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes",
TRUE,762,"NYC Dept. of Parks & Recreation Open Space","Garden of Life","1685 Weeks Avenue","1685 Weeks Avenue","Bronx",40.843953,-73.907656,10457,"RANGE_INTERPOLATED",2,4,14,"Mt. Eden",,,"3 days 10 AM - 2PM",,,"English, Spanish","Call Contact,",15,"No","No","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,626,"NYC Dept. of Parks & Recreation Open Space","Garden of Love","302-304 W. 116th Street","302-304 W. 116th Street","Manhattan",40.804412,-73.956109,10026,"ROOFTOP",1,10,9,"Morningside Heights","Manhattan Avenue & Frederick Douglas Blvd",1998,"TR 4pm-8pm, S 10am-2pm, Su 12pm-6pm","25 ft. x 100 ft or 2500 sq. ft.",,"English","Contact GreenThumb for garden contact info: (212) 788-8076",120,,,,"GrowNYC Community Garden Survey 2009/2010","  ","NYC Dept. of Parks & Recreation","Yes","76-100%","Used by growers",,,,"give to our community, neighbors, and bums","Tomato","Onion","Radish","Summer Squash",,"Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño","Habañero",,,,"Carrot","Garlic",,"Potato",,,"Cabbage","Brussell Sprouts",,"Celery","Beans","Eggplant","Peas","Scallion",,,,,,,"Strawberry",,"Rhubarb",,,"Corn","ocra",,,,"Chard","Collard",,"Kale",,"Lettuce",,"Spinach","Mesclun",,,,1,,,,,,,,,"Basil",,"Chive",,"Cilantro",,,,,,"Lavender","Lemongrass","Lleva buena",,"Mint","Oregano","Parsley","Sage","Thyme","correction:  It is ""Yerva buena"" not ""Lleva buena    A herbs community garden is for community and visitors.","Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,"Water Garden","we hace two gardens, rose and perennial gardens.","Yes","Yes","Yes",,"Garden members only",,,,"Toolshed",,,,,,"Raised Beds",,,"Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,"plans to build a shed in the back of the garden, and continue on landscaping project.",,,,"Picnics",,"Educational Events","Barbecues",,,,,,,"columbia university student groups have held their orientation day, community service day and clean up day.","No",,,,,,,"No","we have teachers as garden members.  they plan to bring their class to visit the garden.",,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes","In the future, we would like to have an iron fence, and partner with local non profits, schools, senior center and community.  But at this point, we are still finishing the final touches of the landscape project and next summer, we paln to build a deck for garden, community and event use.  thank you."
